Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2006092613256,2006-09-22 00:00:00,2006-09-18 00:00:00,PVD,TF Green Airport; Providence,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Tools - Manual (not in a vehicle); Tools - Power (including air tools; not in a vehicle),77.0,Denied,0.0,Deny,4.0,77.0
2006102614675,2006-10-18 00:00:00,2006-08-24 00:00:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Medical Equipment & Insturments; Medical Equipment & Insturments,240.0,Denied,0.0,Deny,55.0,240.0
2008080748189,2008-08-04 00:00:00,2008-06-29 00:00:00,COS,Colorado Springs Municipal,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),96.29,Denied,0.0,Deny,36.0,96.29
2005111896278,2005-11-07 00:00:00,2005-11-02 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,45.0,Approved,45.0,Approve in Full,5.0,0.0
2007052325842,2007-05-21 00:00:00,2007-03-31 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,255.0,Denied,0.0,Deny,51.0,255.0
2004060354585,2004-04-23 00:00:00,2004-04-13 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Other,50.0,Approved,50.0,Approve in Full,10.0,0.0
2008082549052,2008-08-25 00:00:00,2008-08-14 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Toys (game systems; cartridges; radio controlled cars; etc.),249.99,Denied,0.0,Deny,11.0,249.99
2007032823091,2007-03-27 00:00:00,2007-03-19 00:00:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,87.68,Settled,61.38,Settle,8.0,26.300000000000004
2006100313550,2006-09-28 00:00:00,2006-09-09 00:00:00,MRY,Monterey Peninsula Airport,American Eagle,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Jewelry - Fine,508.44,Approved,508.44,Approve in Full,19.0,0.0
2005032579858,2005-03-24 00:00:00,2005-02-25 00:00:00,ITO,Hilo International,Aloha Airlines,Passenger Property Loss,Checked Baggage,Other,13.55,Approved,13.55,Approve in Full,27.0,0.0
2005021676307,2005-01-24 00:00:00,2004-12-23 00:00:00,BMI,Bloomington-Normal Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cameras - Digital,376.97,Settled,188.49,Settle,32.0,188.48000000000002
2006041204385,2006-04-06 00:00:00,2006-03-29 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,499.99,Denied,0.0,Deny,8.0,499.99
2007021220666,2007-02-09 00:00:00,2006-12-21 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Stereo Items & Accessories,250.0,Settled,125.0,Settle,50.0,125.0
2007080929936,2007-08-02 00:00:00,2007-07-15 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,150.0,Denied,0.0,Deny,18.0,150.0
2008041742802,2008-04-10 00:00:00,2008-01-28 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Alcoholic beverages,239.0,Denied,0.0,Deny,73.0,239.0
2008040842126,2008-03-31 00:00:00,2008-03-25 00:00:00,SRQ,Sarasota Bradenton International,Continental Airlines,Property Damage,Checked Baggage,Locks,21.65,Denied,0.0,Deny,6.0,21.65
0129034M,2004-01-29 00:00:00,2004-01-15 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,129.57,Settled,65.0,Settle,14.0,64.57
2005022276553,2005-01-26 00:00:00,2005-01-03 00:00:00,ICT,Wichita Mid-Continent,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medicines,10.0,Denied,0.0,Deny,23.0,10.0
2005032579853,2005-03-09 00:00:00,2005-02-25 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,19.95,Approved,19.95,Approve in Full,12.0,0.0
2007011218723,2007-01-08 00:00:00,2006-12-15 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,10.0,Denied,0.0,Deny,24.0,10.0
2007071228230,2007-07-06 00:00:00,2007-07-01 00:00:00,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,200.0,Denied,0.0,Deny,5.0,200.0
2009052159316,2009-05-19 00:00:00,2009-05-13 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,6.0,200.0
2009073062017,2009-07-28 00:00:00,2009-07-23 00:00:00,PIA,Greater Peoria,American Airlines,Passenger Property Loss,Checkpoint,Stereo Items & Accessories,107.29,Approved,107.29,Approve in Full,5.0,0.0
2007030521912,2007-03-02 00:00:00,2007-02-22 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Tools - Manual (not in a vehicle),532.24,Denied,0.0,Deny,8.0,532.24
2005021676236,2005-01-27 00:00:00,2004-12-28 00:00:00,FNT,Bishop International; Flint,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,89.25,Approved,89.25,Approve in Full,30.0,0.0
2009032356749,2009-03-05 00:00:00,2009-01-31 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric); Watches - Inexpensive $100 or less,210.75,Settled,105.38,Settle,33.0,105.37
2005020375596,2005-01-11 00:00:00,2004-12-22 00:00:00,BOI,Boise Air Terminal/Gowen Field,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,31.75,Approved,31.75,Approve in Full,20.0,0.0
2008061145532,2008-05-27 00:00:00,2008-04-09 00:00:00,SAN,San Diego International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,100.0,Denied,0.0,Deny,48.0,100.0
2004070158055,2004-06-10 00:00:00,2004-03-14 00:00:00,CMH,Port Columbus International,Continental Airlines,Property Damage,Checked Baggage,Other,86.6,Denied,0.0,Deny,88.0,86.6
2006051606442,2006-05-12 00:00:00,2006-05-01 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,21.2,Approved,21.2,Approve in Full,11.0,0.0
2008011537885,2008-01-08 00:00:00,2007-12-24 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cell Phones; Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Other,103.68,Denied,0.0,Deny,15.0,103.68
2005070688359,2005-07-05 00:00:00,2005-06-13 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,95.5,Denied,0.0,Deny,22.0,95.5
2009120766123,2009-11-30 00:00:00,2009-11-28 00:00:00,RSW,Southwest Florida International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,92.0,Denied,0.0,Deny,2.0,92.0
0627047M,2003-06-27 00:00:00,2003-06-20 00:00:00,RIC,Richmond International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,239.56,Approved,239.56,Approve in Full,7.0,0.0
2007041323898,2007-04-09 00:00:00,2007-12-17 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),80.0,Settled,40.0,Settle,-252.0,40.0
2004051150976,2004-04-01 00:00:00,2004-02-04 00:00:00,DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Other,150.0,Denied,0.0,Deny,57.0,150.0
2008071046782,2008-07-07 00:00:00,2008-06-28 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,65.01,Settled,32.5,Settle,9.0,32.510000000000005
2007072729262,2007-07-25 00:00:00,2007-06-14 00:00:00,OMA,Eppley Airfield,Northwest Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),160.49,Settled,50.0,Settle,41.0,110.49000000000001
2008042443334,2008-04-21 00:00:00,2008-04-08 00:00:00,CLE,Cleveland Hopkins International,Continental Airlines,Property Damage,Checked Baggage,Other,209.99,Settled,189.0,Settle,13.0,20.99000000000001
2005091692628,2005-09-08 00:00:00,2005-08-21 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Royal Dutch Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),32.98,Denied,0.0,Deny,18.0,32.98
2006081611180,2006-08-15 00:00:00,2006-07-19 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,286.19,Settled,258.54,Settle,27.0,27.649999999999977
0729123M,2003-07-29 00:00:00,2003-07-17 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,300.0,Settled,210.0,Settle,12.0,90.0
2005050984270,2005-05-06 00:00:00,2005-04-25 00:00:00,MIA,Miami International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,37.44,Approved,37.44,Approve in Full,11.0,0.0
2007052925956,2007-05-24 00:00:00,2007-04-02 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,310.0,Denied,0.0,Deny,52.0,310.0
2005091692618,2005-09-08 00:00:00,2005-08-26 00:00:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,7.49,Approved,7.49,Approve in Full,13.0,0.0
2006042505324,2006-04-13 00:00:00,2006-03-24 00:00:00,BZN,Gallatin Field,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,150.0,Settled,75.0,Settle,20.0,75.0
0212172M,2004-02-12 00:00:00,2003-12-02 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Property Damage,Checked Baggage,Other,16.95,Approved,16.95,Approve in Full,72.0,0.0
2009010954305,2009-01-05 00:00:00,2008-12-23 00:00:00,EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,337.19,Denied,0.0,Deny,13.0,337.19
2009052859571,2009-05-26 00:00:00,2009-04-19 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checkpoint,DVD/CD Players,149.21,Denied,0.0,Deny,37.0,149.21
0223184M,2004-02-23 00:00:00,2004-01-17 00:00:00,PVD,TF Green Airport; Providence,Southwest Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,89.24,Approved,89.24,Approve in Full,37.0,0.0
2007020820464,2007-01-26 00:00:00,2006-10-22 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,43.45,Approved,43.45,Approve in Full,96.0,0.0
2009072961909,2009-07-27 00:00:00,2009-07-22 00:00:00,MIA,Miami International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Watches - Inexpensive $100 or less,189.0,Denied,0.0,Deny,5.0,189.0
2007061426945,2007-06-11 00:00:00,2007-06-03 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,105.6,Denied,0.0,Deny,8.0,105.6
2005112996682,2005-11-15 00:00:00,2005-10-19 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,155.0,Settled,77.5,Settle,27.0,77.5
2007071128136,2007-07-15 00:00:00,2007-06-06 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks; Luggage (all types including footlockers),29.21,Denied,0.0,Deny,39.0,29.21
2006122217736,2006-12-18 00:00:00,2006-10-28 00:00:00,F,Foreign airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),29.0,Denied,0.0,Deny,51.0,29.0
2006041704659,2006-04-06 00:00:00,2006-03-28 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),174.99,Denied,0.0,Deny,9.0,174.99
2007031622408,2007-03-14 00:00:00,2006-10-27 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Brushes - Hair; Clothes; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Other,338.0,Denied,0.0,Deny,138.0,338.0
2006103114902,2006-10-23 00:00:00,2006-09-28 00:00:00,BOS,Boston (Logan) International Airport,USAir,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),130.0,Approved,130.0,Approve in Full,25.0,0.0
0226027L,2003-02-26 00:00:00,2003-02-07 00:00:00,DEN,Denver International Airport,Northwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,150.0,Approved,150.0,Approve in Full,19.0,0.0
2006071209342,2006-07-10 00:00:00,2006-07-01 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,71.12,Approved,71.12,Approve in Full,9.0,0.0
2006091912842,2006-09-15 00:00:00,2006-05-30 00:00:00,RSW,Southwest Florida International,Lufthansa,Passenger Property Loss,Checked Baggage,Cell Phones,74.14,Denied,0.0,Deny,108.0,74.14
2007020820469,2007-02-06 00:00:00,2007-01-20 00:00:00,DCA,Ronald Reagan Washington National Airport,AirTran Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,400.0,Approved,400.0,Approve in Full,17.0,0.0
1217078M,2003-12-17 00:00:00,2003-10-24 00:00:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,115.0,Approved,115.0,Approve in Full,54.0,0.0
2004051251335,2004-03-12 00:00:00,2004-01-30 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Locks,40.0,Denied,0.0,Deny,42.0,40.0
2006020801199,2006-02-02 00:00:00,2005-11-28 00:00:00,F,Foreign airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),63.59,Denied,0.0,Deny,66.0,63.59
2007080129485,2007-07-30 00:00:00,2006-12-08 00:00:00,MDW,Midway International Airport,Frontier Airlines,Property Damage,Checkpoint,Computer - Laptop,80.0,Approved,80.0,Approve in Full,234.0,0.0
2008031841195,2008-02-25 00:00:00,2007-10-18 00:00:00,SNA,John Wayne,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers); Other,224.0,Denied,0.0,Deny,130.0,224.0
2006102614594,2006-10-19 00:00:00,2006-09-28 00:00:00,OMA,Eppley Airfield,Northwest Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,60.23,Approved,60.23,Approve in Full,21.0,0.0
2005052085146,2005-05-18 00:00:00,2005-04-18 00:00:00,LGA,LaGuardia,AirTran Airlines,Passenger Property Loss,Other,Jewelry - Fine,500.0,Denied,0.0,Deny,30.0,500.0
2009070860975,2009-06-23 00:00:00,2009-05-17 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,UAL,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,480.0,Denied,0.0,Deny,37.0,480.0
2007050224856,2007-04-30 00:00:00,2007-03-26 00:00:00,SEA,Seattle-Tacoma International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,102.22,Denied,0.0,Deny,35.0,102.22
2007090531347,2007-08-30 00:00:00,2007-04-11 00:00:00,TUS,Tucson International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,293.15,Settled,227.88,Settle,141.0,65.26999999999998
2004121369015,2004-10-26 00:00:00,2004-09-09 00:00:00,TUL,Tulsa International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),157.94,Approved,157.94,Approve in Full,47.0,0.0
2006062008218,2006-06-19 00:00:00,2006-06-13 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Game Equipment (poker chips; checker sets; chess etc.),100.0,Approved,100.0,Approve in Full,6.0,0.0
2006061908146,2006-06-15 00:00:00,2006-02-22 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,Cell Phones,174.99,Settled,150.0,Settle,113.0,24.99000000000001
2004090762175,2004-08-05 00:00:00,2004-07-13 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medicines,119.68,Settled,15.0,Settle,23.0,104.68
2007071628461,2007-07-11 00:00:00,2007-06-22 00:00:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),360.0,Denied,0.0,Deny,19.0,360.0
2006092913487,2006-09-27 00:00:00,2006-09-17 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,120.0,Approved,120.0,Approve in Full,10.0,0.0
2008080648121,2008-07-31 00:00:00,2008-07-04 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,218.75,Denied,0.0,Deny,27.0,218.75
2008102351503,2008-10-21 00:00:00,2008-08-30 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),260.0,Denied,0.0,Deny,52.0,260.0
2005041182173,2005-04-08 00:00:00,2005-03-29 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,68.3,Settled,34.15,Settle,10.0,34.15
2006122818036,2006-12-22 00:00:00,2006-12-15 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,69.0,Denied,0.0,Deny,7.0,69.0
1117508M,2003-11-17 00:00:00,2003-10-07 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,540.0,Settled,270.0,Settle,41.0,270.0
2005112396382,2005-11-10 00:00:00,2005-07-11 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,50.0,Settled,25.0,Settle,122.0,25.0
2006090812179,2006-09-05 00:00:00,2006-08-08 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),419.96,Approved,419.96,Approve in Full,28.0,0.0
